ordem;nivel;cod_dim2;Zona Geográfica;População residente - Total;População residente - H;População residente - M;População presente - Total;População presente - H;População presente - M;Famílias - Clássicas ;Famílias - Institucionais;Núcleos familiares ;Alojamentos familiares - Total ;Alojamentos familiares - Clássicos;Alojamentos familiares - Não clássicos;Alojamentos colectivos;Edifícios clássicos
231883000;3;18;            Alentejo;757302;366739;390563;733327;352913;380414;302975;543;233364;470284;469287;997;1455;383866
231884000;4;181;                Alentejo Litoral;97925;48624;49301;95376;47467;47909;40533;48;30280;68532;68352;180;266;53482
231885000;5;211;                    Odemira;26066;13171;12895;25716;12955;12761;11362;10;7927;20924;20851;73;108;18449
231886000;6;21101;                        Colos;1005;497;508;977;481;496;417;2;298;750;750;0;2;745
231954000;6;21102;                        Relíquias;931;462;469;1065;516;549;413;1;278;772;771;1;2;763
232007000;6;21103;                        Sabóia;1152;603;549;1153;604;549;540;1;317;918;917;1;2;878
232064000;6;21104;                        Santa Clara-a-Velha;602;310;292;599;311;288;271;0;174;553;552;1;2;550
232094000;6;21105;                        Odemira (Santa Maria);1301;609;692;1318;607;711;533;4;362;822;822;0;7;714
232145000;6;21106;                        São Luís;1989;995;994;1936;969;967;881;0;643;1759;1756;3;9;1701
232232000;6;21107;                        São Martinho das Amoreiras;1006;515;491;989;505;484;442;1;302;1024;1024;0;2;958
232277000;6;21108;                        Odemira (São Salvador);1818;884;934;1735;856;879;796;0;578;1204;1200;4;5;1038
232352000;6;21109;                        São Teotónio;5527;2911;2616;5449;2852;2597;2593;1;1620;3745;3725;20;21;3342
232551000;6;21110;                        Vale de Santiago;554;278;276;525;262;263;248;0;175;467;464;3;0;466
232589000;6;21111;                        Vila Nova de Milfontes;5031;2480;2551;4947;2429;2518;2062;0;1559;4635;4618;17;28;3556
232812000;6;21112;                        Pereiras-Gare;271;143;128;266;140;126;126;0;84;334;334;0;1;329
232836000;6;21113;                        Bicos;549;287;262;529;276;253;227;0;178;407;406;1;0;380
232868000;6;21114;                        Zambujeira do Mar;912;452;460;907;455;452;432;0;288;1064;1051;13;14;748
232968000;6;21115;                        Luzianes-Gare;429;242;187;408;231;177;206;0;127;435;435;0;1;409
232989000;6;21116;                        Boavista dos Pinheiros;1633;822;811;1592;799;793;617;0;518;823;821;2;3;745
233051000;6;21117;                        Longueira/Almograve;1356;681;675;1321;662;659;558;0;426;1212;1205;7;9;1127
233118000;5;1501;                    Alcácer do Sal;13046;6332;6714;12582;6089;6493;5236;8;4114;8818;8798;20;30;7535
233119000;6;150101;                        Alcácer do Sal (Santa Maria do Castelo);4048;1972;2076;3947;1925;2022;1617;2;1266;2416;2406;10;5;1894
233324000;6;150102;                        Santa Susana;353;180;173;339;172;167;168;0;128;420;420;0;1;420
233375000;6;150103;                        Alcácer do Sal (Santiago);4632;2206;2426;4477;2115;2362;1806;4;1429;2714;2711;3;13;2220
233574000;6;150104;                        Torrão;2295;1093;1202;2172;1032;1140;935;2;733;1805;1804;1;6;1611
233739000;6;150105;                        São Martinho;450;229;221;432;224;208;196;0;161;370;370;0;0;369
233773000;6;150106;                        Comporta;1268;652;616;1215;621;594;514;0;397;1093;1087;6;5;1021
233888000;5;1505;                    Grândola;14826;7506;7320;14475;7294;7181;5974;14;4497;12041;12025;16;35;9337
233889000;6;150501;                        Azinheira Barros e São Mamede do Sádão;704;364;340;685;350;335;320;0;216;614;614;0;3;614
233929000;6;150502;                        Grândola;10657;5163;5494;10245;4922;5323;4395;5;3324;6701;6689;12;16;5458
234252000;6;150503;                        Melides;1658;825;833;1702;846;856;729;0;555;1747;1744;3;3;1623
234334000;6;150504;                        Santa Margarida da Serra;177;94;83;177;94;83;87;0;58;262;262;0;0;222
234356000;6;150505;                        Carvalhal;1630;1060;570;1666;1082;584;443;9;344;2717;2716;1;13;1420
234450000;5;1509;                    Santiago do Cacém;29749;14586;15163;28323;13852;14471;12345;11;9364;18431;18387;44;46;13370
234451000;6;150901;                        Abela;890;442;448;898;445;453;382;0;285;603;600;3;1;592
234501000;6;150902;                        Alvalade;2098;1024;1074;2021;987;1034;894;0;665;1175;1173;2;2;1123
234608000;6;150903;                        Cercal;3362;1650;1712;3131;1517;1614;1460;0;1074;2686;2680;6;8;2431
234729000;6;150904;                        Ermidas-Sado;2020;979;1041;1936;929;1007;870;2;642;1391;1386;5;4;1278
234833000;6;150905;                        Santa Cruz;461;237;224;449;232;217;206;0;148;363;362;1;0;348
234857000;6;150906;                        Santiago do Cacém;7603;3676;3927;7315;3564;3751;3126;6;2300;4369;4358;11;20;2831
235094000;6;150907;                        Santo André;10647;5247;5400;9995;4896;5099;4265;3;3416;5881;5869;12;9;2870
235333000;6;150908;                        São Bartolomeu da Serra;390;209;181;376;203;173;171;0;122;289;288;1;0;265
235360000;6;150909;                        São Domingos;854;408;446;830;393;437;363;0;265;597;596;1;0;588
235410000;6;150910;                        São Francisco da Serra;809;411;398;778;397;381;345;0;245;595;594;1;1;567
235438000;6;150911;                        Vale de Água;615;303;312;594;289;305;263;0;202;482;481;1;1;477
235467000;5;1513;                    Sines;14238;7029;7209;14280;7277;7003;5616;5;4378;8318;8291;27;47;4791
235468000;6;151301;                        Sines;13200;6513;6687;13203;6729;6474;5194;5;4045;7170;7144;26;40;3866
235819000;6;151302;                        Porto Covo;1038;516;522;1077;548;529;422;0;333;1148;1147;1;7;925
235926000;4;182;                Alto Alentejo;118410;56796;61614;114613;54702;59911;47524;118;36291;81351;81147;204;296;68275
235927000;5;707;                    Mora;4978;2415;2563;4823;2311;2512;2063;6;1523;3880;3877;3;19;3867
235928000;6;70701;                        Brotas;451;219;232;436;209;227;208;1;147;386;386;0;1;387
235967000;6;70702;                        Cabeção;1073;489;584;1060;482;578;432;3;317;1051;1051;0;5;1052
236039000;6;70703;                        Mora;2522;1231;1291;2403;1152;1251;996;2;773;1496;1496;0;7;1483
236141000;6;70704;                        Pavia;932;476;456;924;468;456;427;0;286;947;944;3;6;945
236209000;5;1201;                    Alter do Chão;3562;1680;1882;3275;1533;1742;1464;7;1102;3052;3042;10;18;2886
236210000;6;120101;                        Alter do Chão;2373;1120;1253;2100;982;1118;936;4;722;1739;1729;10;10;1591
236353000;6;120102;                        Chancelaria;448;202;246;453;203;250;198;1;137;559;559;0;2;560
236399000;6;120103;                        Seda;352;176;176;335;168;167;162;1;121;400;400;0;4;392
236433000;6;120104;                        Cunheira;389;182;207;387;180;207;168;1;122;354;354;0;2;343
236458000;5;1202;                    Arronches;3165;1535;1630;3107;1484;1623;1246;6;931;2540;2539;1;9;2209
236459000;6;120201;                        Assunção;1970;926;1044;1941;896;1045;759;4;576;1414;1413;1;7;1151
236547000;6;120202;                        Esperança;739;369;370;728;361;367;322;1;219;841;841;0;1;778
236598000;6;120203;                        Mosteiros;456;240;216;438;227;211;165;1;136;285;285;0;1;280
236621000;5;1203;                    Avis;4571;2178;2393;4420;2088;2332;1867;5;1376;3679;3646;33;15;3527
236622000;6;120301;                        Alcôrrego;401;205;196;388;194;194;163;0;131;393;392;1;0;354
236651000;6;120302;                        Aldeia Velha;280;134;146;272;128;144;133;0;89;327;327;0;2;324
236674000;6;120303;                        Avis;1840;861;979;1787;831;956;727;2;549;1168;1151;17;7;1086
236764000;6;120304;                        Benavila;861;396;465;832;380;452;338;2;243;645;632;13;4;628
236811000;6;120305;                        Ervedal;560;272;288;532;259;273;243;0;174;437;436;1;0;429
236858000;6;120306;                        Figueira e Barros;309;147;162;297;139;158;130;0;98;291;291;0;1;288
236892000;6;120307;                        Maranhão;63;30;33;56;25;31;24;0;19;139;138;1;0;138
236904000;6;120308;                        Valongo;257;133;124;256;132;124;109;1;73;279;279;0;1;280
236927000;5;1204;                    Campo Maior;8456;4098;4358;8158;3912;4246;3174;3;2605;4767;4719;48;11;4122
236928000;6;120401;                        Nossa Senhora da Expectação;3974;1898;2076;3802;1798;2004;1468;2;1214;2094;2047;47;7;1761
237035000;6;120402;                        Nossa Senhora da Graça dos Degolados;587;296;291;593;288;305;230;1;186;426;426;0;1;415
237060000;6;120403;                        São João Baptista;3895;1904;1991;3763;1826;1937;1476;0;1205;2247;2246;1;3;1946
237184000;5;1205;                    Castelo de Vide;3407;1629;1778;3365;1598;1767;1416;5;1060;2887;2884;3;22;2646
237185000;6;120501;                        Nossa Senhora da Graça de Póvoa e Meadas;606;294;312;583;280;303;246;2;186;654;653;1;4;654
237225000;6;120502;                        Santa Maria da Devesa;1578;742;836;1534;711;823;669;1;506;1340;1339;1;6;1241
237312000;6;120503;                        Santiago Maior;358;180;178;354;180;174;163;1;114;319;318;1;6;301
237339000;6;120504;                        São João Baptista;865;413;452;894;427;467;338;1;254;574;574;0;6;450
237385000;5;1206;                    Crato;3708;1725;1983;3669;1690;1979;1550;6;1133;3261;3252;9;10;3191
237386000;6;120601;                        Aldeia da Mata;374;159;215;367;155;212;155;1;101;450;449;1;1;451
237416000;6;120602;                        Crato e Mártires;1674;773;901;1670;761;909;655;3;504;1241;1233;8;4;1193
237519000;6;120603;                        Flor da Rosa;263;129;134;260;127;133;115;0;80;245;245;0;3;240
237542000;6;120604;                        Gáfete;856;407;449;843;397;446;376;1;279;688;688;0;1;689
237598000;6;120605;                        Monte da Pedra;280;137;143;282;138;144;139;0;96;293;293;0;0;293
237635000;6;120606;                        Vale do Peso;261;120;141;247;112;135;110;1;73;344;344;0;1;325
237655000;5;1207;                    Elvas;23078;11092;11986;22138;10589;11549;8909;22;6936;13375;13348;27;43;9192
237656000;6;120701;                        Ajuda, Salvador e Santo Ildefonso;986;398;588;945;376;569;381;3;268;794;793;1;4;459
237692000;6;120702;                        Alcáçova;2147;1048;1099;2081;998;1083;854;3;618;1258;1255;3;6;941
237754000;6;120703;                        Assunção;8702;4175;4527;8289;3973;4316;3305;5;2628;4355;4352;3;15;1671
237940000;6;120704;                        Barbacena;663;318;345;646;309;337;280;2;199;587;587;0;2;586
237986000;6;120705;                        Caia e São Pedro;4106;2002;2104;3940;1908;2032;1573;1;1239;2188;2174;14;4;1498
238106000;6;120706;                        Santa Eulália;1198;586;612;1143;562;581;498;1;375;840;839;1;1;833
238161000;6;120707;                        São Brás e São Lourenço;1684;827;857;1610;790;820;645;0;533;903;902;1;3;785
238215000;6;120708;                        São Vicente e Ventosa;801;398;403;796;383;413;293;3;238;497;496;1;4;494
238256000;6;120709;                        Terrugem;1251;602;649;1197;575;622;467;1;383;732;729;3;1;717
238296000;6;120710;                        Vila Boim;1224;594;630;1180;577;603;502;1;369;946;946;0;1;934
238345000;6;120711;                        Vila Fernando;316;144;172;311;138;173;111;2;86;275;275;0;2;274
238369000;5;1208;                    Fronteira;3410;1627;1783;3245;1532;1713;1350;5;1042;2593;2593;0;16;2519
238370000;6;120801;                        Cabeço de Vide;1063;492;571;993;455;538;418;4;311;1021;1021;0;11;979
238487000;6;120802;                        Fronteira;2069;993;1076;1984;944;1040;815;1;636;1354;1354;0;5;1326
238608000;6;120803;                        São Saturnino;278;142;136;268;133;135;117;0;95;218;218;0;0;214
238625000;5;1209;                    Gavião;4132;1951;2181;3982;1865;2117;1743;5;1279;3599;3595;4;14;3431
238626000;6;120901;                        Atalaia;138;61;77;128;57;71;65;0;45;168;168;0;0;168
238647000;6;120902;                        Belver;684;302;382;657;288;369;336;1;226;867;867;0;5;861
238812000;6;120903;                        Comenda;890;418;472;848;393;455;369;1;282;750;749;1;1;746
238900000;6;120904;                        Gavião;1609;770;839;1561;743;818;618;3;457;1200;1197;3;8;1044
239009000;6;120905;                        Margem;811;400;411;788;384;404;355;0;269;614;614;0;0;612
239098000;5;1210;                    Marvão;3512;1720;1792;3558;1724;1834;1474;2;1090;2981;2980;1;25;2799
239099000;6;121001;                        Beirã;498;245;253;500;246;254;220;0;154;507;507;0;1;494
239149000;6;121002;                        Santa Maria de Marvão;486;225;261;655;298;357;176;1;126;519;519;0;6;492
239213000;6;121003;                        Santo António das Areias;1102;546;556;1075;531;544;474;0;363;827;826;1;4;748
239322000;6;121004;                        São Salvador da Aramenha;1426;704;722;1328;649;679;604;1;447;1128;1128;0;14;1065
239435000;5;1211;                    Monforte;3329;1553;1776;3234;1514;1720;1219;6;972;2356;2333;23;10;2322
239436000;6;121101;                        Assumar;651;247;404;639;241;398;197;3;155;431;425;6;3;422
239476000;6;121102;                        Monforte;1384;677;707;1334;656;678;497;2;407;816;808;8;5;795
239549000;6;121103;                        Santo Aleixo;638;319;319;623;313;310;271;0;206;533;533;0;0;528
239587000;6;121104;                        Vaiamonte;656;310;346;638;304;334;254;1;204;576;567;9;2;577
239640000;5;1212;                    Nisa;7450;3537;3913;7183;3401;3782;3218;8;2310;7322;7320;2;15;7166
239641000;6;121201;                        Alpalhão;1238;605;633;1205;588;617;531;1;392;1065;1064;1;5;1026
239698000;6;121202;                        Amieira do Tejo;241;113;128;231;107;124;110;1;72;468;468;0;2;467
239749000;6;121203;                        Arez;256;131;125;255;131;124;126;0;79;337;337;0;0;334
239786000;6;121204;                        Espírito Santo;1861;880;981;1792;847;945;820;1;585;1500;1500;0;3;1408
239868000;6;121205;                        Montalvão;442;199;243;441;198;243;231;1;134;878;878;0;1;879
239927000;6;121206;                        Nossa Senhora da Graça;1590;761;829;1535;734;801;592;2;465;1076;1075;1;2;1059
239996000;6;121207;                        Santana;404;185;219;364;160;204;193;1;124;445;445;0;1;444
240043000;6;121208;                        São Matias;289;129;160;288;129;159;146;0;103;534;534;0;0;534
240113000;6;121209;                        São Simão;118;57;61;115;56;59;67;0;39;280;280;0;0;280
240144000;6;121210;                        Tolosa;1011;477;534;957;451;506;402;1;317;739;739;0;1;735
240198000;5;1213;                    Ponte de Sor;16722;8085;8637;15929;7641;8288;6671;11;5153;10316;10281;35;23;9194
240199000;6;121301;                        Galveias;1061;510;551;1048;508;540;417;3;306;989;989;0;4;976
240267000;6;121302;                        Montargil;2316;1125;1191;2215;1064;1151;953;2;726;1807;1807;0;2;1761
240384000;6;121303;                        Ponte de Sor;8958;4285;4673;8470;4018;4452;3476;5;2729;4674;4648;26;13;3719
240654000;6;121304;                        Foros de Arrão;919;438;481;869;413;456;407;1;303;627;621;6;1;616
240693000;6;121305;                        Longomel;1228;603;625;1181;573;608;522;0;386;845;845;0;3;830
240755000;6;121306;                        Vale de Açor;698;346;352;661;328;333;299;0;216;548;548;0;0;501
240792000;6;121307;                        Tramaga;1542;778;764;1485;737;748;597;0;487;826;823;3;0;791
240837000;5;1214;                    Portalegre;24930;11971;12959;24527;11820;12707;10160;21;7779;14743;14738;5;46;9204
240838000;6;121401;                        Alagoa;669;317;352;644;297;347;276;1;205;377;377;0;2;349
240862000;6;121402;                        Alegrete;1746;862;884;1690;826;864;723;1;567;1063;1063;0;4;997
240922000;6;121403;                        Carreiras;583;298;285;570;290;280;241;0;183;415;415;0;2;380
240953000;6;121404;                        Fortios;2018;965;1053;1951;927;1024;755;1;610;1089;1089;0;3;1021
241011000;6;121405;                        Reguengo;630;311;319;620;308;312;260;0;206;477;477;0;1;455
241033000;6;121406;                        Ribeira de Nisa;1366;681;685;1284;632;652;539;1;427;752;751;1;3;710
241071000;6;121407;                        São Julião;342;173;169;331;168;163;170;1;103;465;464;1;3;420
241099000;6;121408;                        São Lourenço;4987;2334;2653;5254;2631;2623;2092;12;1492;3238;3236;2;19;1500
241195000;6;121409;                        Sé;10655;5074;5581;10318;4833;5485;4339;3;3366;5700;5700;0;7;2245
241399000;6;121410;                        Urra;1934;956;978;1865;908;957;765;1;620;1167;1166;1;2;1127
241474000;4;183;                Alentejo Central;166822;80222;86600;162336;77620;84716;66947;137;51488;98068;97907;161;369;80100
241475000;5;701;                    Alandroal;5843;2833;3010;5616;2699;2917;2381;3;1819;4497;4496;1;18;4377
241476000;6;70101;                        Alandroal (Nossa Senhora da Conceição);1873;897;976;1829;867;962;741;2;558;1259;1259;0;7;1222
241563000;6;70102;                        Juromenha (Nossa Senhora do Loreto);107;60;47;101;58;43;46;0;32;132;131;1;2;133
241578000;6;70103;                        Santiago Maior;2205;1071;1134;2083;997;1086;879;1;700;1455;1455;0;6;1411
241679000;6;70104;                        Capelins (Santo António);527;246;281;511;239;272;244;0;169;614;614;0;1;613
241725000;6;70105;                        Terena (São Pedro);767;379;388;746;367;379;326;0;246;738;738;0;1;735
241788000;6;70106;                        São Brás dos Matos (Mina do Bugalho);364;180;184;346;171;175;145;0;114;299;299;0;1;263
241807000;5;702;                    Arraiolos;7363;3576;3787;7121;3439;3682;3000;4;2268;4738;4732;6;17;4409
241808000;6;70201;                        Arraiolos;3386;1632;1754;3268;1557;1711;1329;1;1034;1910;1906;4;7;1741
241988000;6;70202;                        Igrejinha;932;458;474;911;450;461;372;1;287;577;575;2;2;572
242027000;6;70203;                        Santa Justa;225;118;107;218;114;104;94;0;70;177;177;0;1;178
242050000;6;70204;                        São Gregório;341;167;174;334;164;170;170;0;105;312;312;0;0;299
242081000;6;70205;                        Gafanhoeira (São Pedro);494;234;260;472;222;250;216;0;162;327;327;0;0;299
242114000;6;70206;                        Vimieiro;1589;769;820;1544;746;798;656;2;479;1155;1155;0;7;1047
242178000;6;70207;                        Sabugueiro;396;198;198;374;186;188;163;0;131;280;280;0;0;273
242210000;5;703;                    Borba;7333;3615;3718;7004;3432;3572;2929;5;2330;4165;4162;3;14;3284
242211000;6;70301;                        Borba (Matriz);3779;1878;1901;3605;1782;1823;1451;4;1190;1942;1939;3;8;1446
242324000;6;70302;                        Orada;740;361;379;716;346;370;308;0;236;508;508;0;0;378
242367000;6;70303;                        Rio de Moinhos;2056;1019;1037;1971;972;999;798;0;664;1163;1163;0;2;1091
242459000;6;70304;                        Borba (São Bartolomeu);758;357;401;712;332;380;372;1;240;552;552;0;4;369
242481000;5;704;                    Estremoz;14318;6813;7505;13753;6497;7256;5901;12;4466;9494;9453;41;34;7388
242482000;6;70401;                        Arcos;1152;557;595;1146;542;604;503;1;370;724;721;3;4;698
242535000;6;70402;                        Glória;532;261;271;509;249;260;205;0;171;451;451;0;1;400
242564000;6;70403;                        Estremoz (Santa Maria);6284;3042;3242;6014;2889;3125;2489;4;1961;3331;3295;36;9;2053
242740000;6;70404;                        Évora Monte (Santa Maria);569;261;308;560;257;303;241;1;162;608;608;0;4;488
242776000;6;70405;                        Santa Vitória do Ameixial;362;180;182;333;166;167;157;0;114;314;314;0;0;314
242791000;6;70406;                        Estremoz (Santo André);2378;1066;1312;2267;1008;1259;1064;2;714;1861;1860;1;11;1362
242861000;6;70407;                        Santo Estêvão;74;34;40;73;34;39;34;0;26;138;138;0;0;138
242872000;6;70408;                        São Bento do Ameixial;335;168;167;328;165;163;147;0;106;312;312;0;0;243
242895000;6;70409;                        São Bento de Ana Loura;32;17;15;25;14;11;13;0;11;62;62;0;0;53
242901000;6;70410;                        São Bento do Cortiço;699;322;377;681;314;367;269;1;224;368;368;0;2;369
242931000;6;70411;                        São Domingos de Ana Loura;341;164;177;330;159;171;138;0;111;258;258;0;0;253
242953000;6;70412;                        São Lourenço de Mamporcão;524;252;272;490;234;256;217;1;177;357;357;0;1;355
242982000;6;70413;                        Veiros;1036;489;547;997;466;531;424;2;319;710;709;1;2;662
243035000;5;705;                    Évora;56596;26831;29765;55811;26190;29621;22774;51;17250;29204;29171;33;107;20676
243036000;6;70501;                        Nossa Senhora da Boa Fé;322;156;166;324;153;171;126;1;89;200;200;0;1;178
243068000;6;70502;                        Nossa Senhora da Graça do Divor;486;228;258;480;222;258;185;1;145;296;296;0;1;292
243102000;6;70503;                        Nossa Senhora de Machede;1123;556;567;1115;549;566;434;1;354;653;652;1;2;651
243194000;6;70504;                        Nossa Senhora da Tourega;686;342;344;680;336;344;283;1;209;409;409;0;2;339
243253000;6;70505;                        Évora (Santo Antão);1323;585;738;1558;694;864;717;2;366;1313;1312;1;8;1098
243323000;6;70506;                        São Bento do Mato;1151;564;587;1106;538;568;496;0;361;785;785;0;1;707
243397000;6;70507;                        Évora (São Mamede);1724;695;1029;1765;714;1051;919;4;474;1502;1501;1;6;984
243473000;6;70508;                        São Manços;938;462;476;904;445;459;357;1;308;527;527;0;1;515
243531000;6;70509;                        São Miguel de Machede;794;394;400;826;401;425;317;2;237;509;508;1;2;454
243587000;6;70511;                        São Vicente do Pigeiro;364;181;183;351;175;176;142;0;113;294;294;0;0;280
243627000;6;70513;                        Torre de Coelheiros;715;353;362;657;323;334;269;1;224;469;469;0;1;405
243678000;6;70514;                        São Sebastião da Giesteira;760;381;379;720;359;361;295;1;236;356;356;0;1;327
243718000;6;70515;                        Canaviais;3442;1692;1750;3352;1650;1702;1241;4;1062;1497;1497;0;7;1160
243796000;6;70516;                        Nossa Senhora de Guadalupe;465;219;246;458;213;245;181;0;148;230;230;0;0;205
243832000;6;70517;                        Bacelo;9309;4536;4773;8896;4272;4624;3475;4;2902;4043;4040;3;6;2702
244056000;6;70518;                        Horta das Figueiras;10006;4799;5207;9854;4679;5175;3837;8;2971;4453;4448;5;17;2669
244340000;6;70519;                        Malagueira;12373;5833;6540;11845;5537;6308;4781;8;3834;5444;5431;13;14;3535
244620000;6;70520;                        Sé e São Pedro;1691;710;981;2095;858;1237;852;5;447;1511;1511;0;24;1056
244731000;6;70521;                        Senhora da Saúde;8924;4145;4779;8825;4072;4753;3867;7;2770;4713;4705;8;13;3119
244939000;5;706;                    Montemor-o-Novo;17437;8461;8976;16895;8175;8720;7055;17;5443;10323;10304;19;43;7980
244940000;6;70601;                        Cabrela;649;316;333;665;313;352;274;1;205;427;427;0;2;385
244985000;6;70602;                        Lavre;740;360;380;708;343;365;301;1;231;521;521;0;5;478
245025000;6;70603;                        Nossa Senhora do Bispo;4931;2340;2591;4743;2240;2503;1994;5;1556;2740;2739;1;9;2004
245174000;6;70604;                        Nossa Senhora da Vila;6070;2978;3092;5874;2872;3002;2335;5;1848;3010;2995;15;13;1932
245341000;6;70605;                        Santiago do Escoural;1335;641;694;1261;606;655;594;1;410;940;940;0;2;747
245412000;6;70606;                        São Cristóvão;540;258;282;570;295;275;247;1;163;493;493;0;7;476
245472000;6;70607;                        Ciborro;714;354;360;702;347;355;299;1;224;481;481;0;1;427
245512000;6;70608;                        Cortiçadas;821;402;419;791;380;411;361;0;276;614;613;1;1;564
245561000;6;70609;                        Silveiras;567;287;280;539;272;267;244;0;186;421;420;1;0;315
245593000;6;70610;                        Foros de Vale de Figueira;1070;525;545;1042;507;535;406;2;344;676;675;1;3;652
245637000;5;708;                    Mourão;2663;1315;1348;2617;1288;1329;1003;2;792;1946;1929;17;11;1875
245638000;6;70801;                        Granja;605;304;301;607;304;303;267;0;194;580;577;3;1;568
245701000;6;70802;                        Luz;290;153;137;289;152;137;109;1;85;230;230;0;3;232
245735000;6;70803;                        Mourão;1768;858;910;1721;832;889;627;1;513;1136;1122;14;7;1075
245828000;5;709;                    Portel;6428;3152;3276;6662;3392;3270;2589;4;1949;4262;4257;5;16;4173
245829000;6;70901;                        Alqueva;329;161;168;694;499;195;159;0;96;388;387;1;1;384
245867000;6;70902;                        Amieira;362;186;176;359;186;173;160;0;123;315;315;0;0;308
245904000;6;70903;                        Monte do Trigo;1240;626;614;1211;602;609;454;0;384;627;627;0;0;609
245961000;6;70904;                        Oriola;400;183;217;384;175;209;186;0;123;295;295;0;0;294
